,title,postdate,url
118,ภาวะตลาดหุ้นออสเตรเลีย: S&P/ASX 200 ปิดบวก 33.60 จุด รับยอดค้าปลีกสูงกว่าคาด,2023-02-28 13:42:00,https://www.ryt9.com/s/iq18/3402200
119,DKSH รายงานผลประกอบการปี 2565 ที่แข็งแกร่ง ตอกย้ำความสำเร็จของการดำเนินกลยุทธ์และความยืดหยุ่นของธุรกิจ,2023-02-28 13:42:00,https://www.ryt9.com/s/prg/3402201
120,READY เปิดงบปี 65 ผลงานมาตามนัด กำไรโต 47% ตั้งเป้าปี 66 พัฒนาแพลตฟอร์มสร้างมูลค่าให้ธุรกิจ หนุนรายได้โต 15-20%,2023-02-28 13:24:00,https://www.ryt9.com/s/prg/3402189
121,ภาวะตลาดหุ้นโตเกียว: นิกเกอิปิดบวก 21.60 จุด รับความหวังการท่องเที่ยวขาเข้า,2023-02-28 13:22:00,https://www.ryt9.com/s/iq18/3402187
122,SABINA ร่วมให้ข้อมูลงาน Opp Day ตั้งเป้าปี 66 รายได้โต 10%,2023-02-28 13:21:00,https://www.ryt9.com/s/prg/3402188
123,"PHOL เผยอุตสาหกรรมฟื้นหนุนปี 66 สัญญาณดี ตั้งเป้ารายได้โต 15% ประกาศงบปี 65 รายได้ 1,000 ลบ. ปันผลรวมทั้งปี 0.20 บ./หุ้น",2023-02-28 13:19:00,https://www.ryt9.com/s/prg/3402185
124,"SGP ผลงานปี 65 รายได้ทะลุแสนล้าน อยู่ที่ 102,117 ลบ. ชงจ่ายปันผลครึ่งปีหลังอีก 0.20 บาทต่อหุ้น กางแผนปี 66 ตั้งธงรายได้แสนหนึ่งหมื่นล้าน ยอดขายก๊าซโต 12%",2023-02-28 13:14:00,https://www.ryt9.com/s/prg/3402182
125,SA ปันผลในอัตรา 0.05 บ./หุ้น XD 14 มี.ค.,2023-02-28 13:07:00,https://www.ryt9.com/s/iq05/3402179
126,MCS ปันผลในอัตรา 0.20 บ./หุ้น XD 17 มี.ค.,2023-02-28 13:06:00,https://www.ryt9.com/s/iq05/3402178
127,CHO และบ.ย่อยปี 65 ขาดทุนที่ 642.78 ลบ. เทียบกับปี 64 ขาดทุนที่ 475.32 ลบ.,2023-02-28 13:06:00,https://www.ryt9.com/s/iq08/3402176
128,PRAKIT และบ.ย่อยปี 65 ขาดทุนที่ 46.15 ลบ. เทียบกับปี 64 กำไรที่ 22.7 ลบ.,2023-02-28 13:05:00,https://www.ryt9.com/s/iq08/3402175
129,NEP และบ.ย่อยปี 65 ขาดทุนที่ 56.6 ลบ. เทียบกับปี 64 ขาดทุนที่ 45.28 ลบ.,2023-02-28 13:05:00,https://www.ryt9.com/s/iq08/3402174
